What Is Love,Haddaway,82,1993
To Love Somebody,Michael Bolton,83,1993
"Give It Up, Turn It Loose",En Vogue,84,1993
Alright,Kris Kross,85,1993
Check Yo Self,Ice Cube featuring Das EFX,86,1993
Fields of Gold,Sting,87,1993
Ooh Child,Dino,88,1993
Faithful,Go West,89,1993
Reason to Believe,Rod Stewart,90,1993
Break It Down Again,Tears for Fears,91,1993
Nothin' My Love Can't Fix,Joey Lawrence,92,1993
Three Little Pigs,Green Jellÿ,93,1993
Livin' on the Edge,Aerosmith,94,1993
Hey Jealousy,Gin Blossoms,95,1993
If I Ever Lose My Faith in You,Sting,96,1993
Anniversary,Tony! Toni! Tone!,97,1993
One Woman,Jade,98,1993
Can't Get Enough of Your Love,Taylor Dayne,99,1993
Two Steps Behind,Def Leppard,100,1993
The Sign,Ace of Base,1,1994
I Swear,All-4-One,2,1994
I'll Make Love to You,Boyz II Men,3,1994
The Power of Love,Céline Dion,4,1994
Hero,Mariah Carey,5,1994
Stay (I Missed You),Lisa Loeb and Nine Stories,6,1994
Breathe Again,Toni Braxton,7,1994
All for Love,"Bryan Adams, Rod Stewart and Sting",8,1994
All That She Wants,Ace of Base,9,1994
Don't Turn Around,Ace of Base,10,1994
Bump n' Grind,R. Kelly,11,1994
Again,Janet Jackson,12,1994
I'll Remember,Madonna,13,1994
Whatta Man,Salt-n-Pepa and En Vogue,14,1994
Wild Night,John Mellencamp featuring Meshell Ndegeocello,15,1994
"Without You"" / ""Never Forget You",Mariah Carey,16,1994
You Mean the World to Me,Toni Braxton,17,1994
Can You Feel the Love Tonight,Elton John,18,1994
The Most Beautiful Girl in the World,Prince,19,1994
Fantastic Voyage,Coolio,20,1994
"Baby, I Love Your Way",Big Mountain,21,1994
Regulate,Warren G featuring Nate Dogg,22,1994
If You Go,Jon Secada,23,1994
Back & Forth,Aaliyah,24,1994
Now and Forever,Richard Marx,25,1994
When Can I See You,Babyface,26,1994
Please Forgive Me,Bryan Adams,27,1994
So Much in Love,All-4-One,28,1994
Shoop,Salt-n-Pepa,29,1994
"Any Time, Any Place",Janet Jackson,30,1994
Shine,Collective Soul,31,1994
Said I Loved You...But I Lied,Michael Bolton,32,1994
Return to Innocence,Enigma,33,1994
All I Wanna Do,Sheryl Crow,34,1994
Mmm Mmm Mmm Mmm,Crash Test Dummies,35,1994
Can We Talk,Tevin Campbell,36,1994
Funkdafied,Da Brat,37,1994
I'd Do Anything for Love (But I Won't Do That),Meat Loaf,38,1994
Gangsta Lean,DRS,39,1994
Because the Night,"10,000 Maniacs",40,1994
Cantaloop (Flip Fantasia),Us3,41,1994
Whoomp! (There It Is),Tag Team,42,1994
Come to My Window,Melissa Etheridge,43,1994
Stroke You Up,Changing Faces,44,1994
I'm Ready,Tevin Campbell,45,1994
100% Pure Love,Crystal Waters,46,1994
Anytime You Need a Friend,Mariah Carey,47,1994
Because of Love,Janet Jackson,48,1994
Linger,The Cranberries,49,1994
Loser,Beck,50,1994
Found Out About You,Gin Blossoms,51,1994
Gin and Juice,Snoop Doggy Dogg,52,1994
Never Lie,Immature,53,1994
Streets of Philadelphia,Bruce Springsteen,54,1994
Getto Jam,Domino,55,1994
Endless Love,Luther Vandross and Mariah Carey,56,1994
I Miss You,Aaron Hall,57,1994
Understanding,Xscape,58,1994
This D.J.,Warren G,59,1994
Cry for You,Jodeci,60,1994
Keep Ya Head Up,2Pac,61,1994
What's My Name?,Snoop Doggy Dogg,62,1994
Another Night,Real McCoy,63,1994
Your Body's Callin',R. Kelly,64,1994
Tootsee Roll,69 Boyz,65,1994
I Can See Clearly Now,Jimmy Cliff,66,1994
Never Keeping Secrets,Babyface,67,1994
Crazy,Aerosmith,68,1994
Just Kickin' It,Xscape,69,1994
(At Your Best) You Are Love,Aaliyah,70,1994
Rock and Roll Dreams Come Through,Meat Loaf,71,1994
Amazing,Aerosmith,72,1994
Always,Erasure,73,1994
Groove Thang,Zhané,74,1994
Dreams,Gabrielle,75,1994
Mr. Vain,Culture Beat,76,1994
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,77,1994
Anything,SWV,78,1994
Beautiful in My Eyes,Joshua Kadison,79,1994
Stay,Eternal,80,1994
Flava in Ya Ear,Craig Mack,81,1994
U.N.I.T.Y.,Queen Latifah,82,1994
Prayer for the Dying,Seal,83,1994
Secret,Madonna,84,1994
Here Comes the Hotstepper,Ini Kamoze,85,1994
Everyday,Phil Collins,86,1994
Don't Take the Girl,Tim McGraw,87,1994
Got Me Waiting,Heavy D & the Boyz,88,1994
"December, 1963 (Oh, What a Night)",The Four Seasons,89,1994
Indian Outlaw,Tim McGraw,90,1994
Always,Bon Jovi,91,1994
I'm the Only One,Melissa Etheridge,92,1994
Back in the Day,Ahmad,93,1994
Love Sneakin' Up On You,Bonnie Raitt,94,1994
I'll Take You There,General Public,95,1994
Always in My Heart,Tevin Campbell,96,1994
What Is Love,Haddaway,97,1994
And Our Feelings,Babyface,98,1994
Bop Gun (One Nation),Ice Cube featuring George Clinton,99,1994
I Wanna Be Down,Brandy,100,1994
Gangsta's Paradise,Coolio featuring L.V.,1,1995
Waterfalls,TLC,2,1995
Creep,TLC,3,1995
Kiss from a Rose,Seal,4,1995
On Bended Knee,Boyz II Men,5,1995
Another Night,Real McCoy,6,1995
Fantasy,Mariah Carey,7,1995
Take a Bow,Madonna,8,1995
Don't Take It Personal (Just One of Dem Days),Monica,9,1995
This Is How We Do It,Montell Jordan,10,1995
I Know,Dionne Farris,11,1995
Water Runs Dry,Boyz II Men,12,1995
Freak Like Me,Adina Howard,13,1995
Run-Around,Blues Traveler,14,1995
I Can Love You Like That,All-4-One,15,1995
Have You Ever Really Loved a Woman?,Bryan Adams,16,1995
Always,Bon Jovi,17,1995
Boombastic,Shaggy,18,1995
Total Eclipse of the Heart,Nicki French,19,1995
You Gotta Be,Des'ree,20,1995
You Are Not Alone,Michael Jackson,21,1995
Hold My Hand,Hootie & the Blowfish,22,1995
One More Chance,The Notorious B.I.G.,23,1995
Here Comes the Hotstepper,Ini Kamoze,24,1995
Candy Rain,Soul for Real,25,1995
Let Her Cry,Hootie & the Blowfish,26,1995
I Believe,Blessid Union of Souls,27,1995
Red Light Special,TLC,28,1995
Runaway,Janet Jackson,29,1995
Strong Enough,Sheryl Crow,30,1995
Colors of the Wind,Vanessa Williams,31,1995
Someone to Love,Jon B.,32,1995
Only Wanna Be with You,Hootie & the Blowfish,33,1995
If You Love Me,Brownstone,34,1995
In the House of Stone and Light,Martin Page,35,1995
I Got 5 on It,Luniz,36,1995
Baby,Brandy,37,1995
Run Away,Real McCoy,38,1995
As I Lay Me Down,Sophie B. Hawkins,39,1995
He's Mine,Mokenstef,40,1995
December,Collective Soul,41,1995
I'll Be There for You/You're All I Need to Get By,Method Man featuring Mary J. Blige,42,1995
Shy Guy,Diana King,43,1995
I'm the Only One,Melissa Etheridge,44,1995
Every Little Thing I Do,Soul for Real,45,1995
Before I Let You Go,Blackstreet,46,1995
Big Poppa,The Notorious B.I.G.,47,1995
Sukiyaki,4 P.M.,48,1995
I Wanna Be Down,Brandy,49,1995
I'll Make Love to You,Boyz II Men,50,1995
Dear Mama,2Pac,51,1995
Hold On,Jamie Walters,52,1995
Keep Their Heads Ringin',Dr. Dre,53,1995
The Rhythm of the Night,Corona,54,1995
Roll to Me,Del Amitri,55,1995
Scream,Michael Jackson and Janet Jackson,56,1995
Freek'n You,Jodeci,57,1995
I Wish,Skee-Lo,58,1995
Believe,Elton John,59,1995
Carnival,Natalie Merchant,60,1995
You Don't Know How It Feels,Tom Petty,61,1995
Back for Good,Take That,62,1995
Tootsee Roll,69 Boyz,63,1995
You Want This,Janet Jackson,64,1995
Tell Me,Groove Theory,65,1995
Can't You See,Total featuring The Notorious B.I.G.,66,1995
All I Wanna Do,Sheryl Crow,67,1995
This Lil' Game We Play,Subway featuring 702,68,1995
Come and Get Your Love,Real McCoy,69,1995
This Ain't a Love Song,Bon Jovi,70,1995
Secret,Madonna,71,1995
Player's Anthem,Junior M.A.F.I.A. featuring The Notorious B.I.G.,72,1995
Feel Me Flow,Naughty by Nature,73,1995
Every Day of the Week,Jade,74,1995
The Sweetest Days,Vanessa Williams,75,1995
Short Dick Man,20 Fingers featuring Gillette,76,1995
Brokenhearted,Brandy featuring Wanya Morris,77,1995
No More I Love You's,Annie Lennox,78,1995
You Used to Love Me,Faith Evans,79,1995
Constantly,Immature,80,1995
"Hold Me, Thrill Me, Kiss Me, Kill Me",U2,81,1995
100% Pure Love,Crystal Waters,82,1995
Ask of You,Raphael Saadiq,83,1995
Sugar Hill,AZ,84,1995
Good,Better Than Ezra,85,1995
Brown Sugar,D'Angelo,86,1995
Turn the Beat Around,Gloria Estefan,87,1995
'Til You Do Me Right,After 7,88,1995
1st of tha Month,Bone Thugs-n-Harmony,89,1995
Like the Way I Do,Melissa Etheridge,90,1995
I Live My Life for You,FireHouse,91,1995
Dream About You,Stevie B,92,1995
Cotton Eye Joe,Rednex,93,1995
Thank You,Boyz II Men,94,1995
I'll Stand by You,The Pretenders,95,1995
I Miss You,N II U,96,1995
Give It 2 You,Da Brat,97,1995
Best Friend,Brandy,98,1995
Misery,Soul Asylum,99,1995
Can't Stop Lovin' You,Van Halen,100,1995
Macarena (Bayside Boys Mix),Los del Río,1,1996
One Sweet Day,Mariah Carey and Boyz II Men,2,1996
Because You Loved Me,Celine Dion,3,1996
Nobody Knows,The Tony Rich Project,4,1996
Always Be My Baby,Mariah Carey,5,1996
Give Me One Reason,Tracy Chapman,6,1996
Tha Crossroads,Bone Thugs-n-Harmony,7,1996
I Love You Always Forever,Donna Lewis,8,1996
"You're Makin' Me High"" / ""Let It Flow",Toni Braxton,9,1996
Twisted,Keith Sweat,10,1996
C'mon N' Ride It (The Train),Quad City DJ's,11,1996
Missing,Everything but the Girl,12,1996
Ironic,Alanis Morissette,13,1996
Exhale (Shoop Shoop),Whitney Houston,14,1996
"Follow You Down"" / ""Til I Hear It from You",Gin Blossoms,15,1996
Sittin' Up in My Room,Brandy,16,1996
"How Do U Want It"" / ""California Love",2Pac featuring K-Ci and JoJo,17,1996
It's All Coming Back to Me Now,Celine Dion,18,1996
Change the World,Eric Clapton,19,1996
Hey Lover,LL Cool J,20,1996
Loungin,LL Cool J,21,1996
Insensitive,Jann Arden,22,1996
Be My Lover,La Bouche,23,1996
Name,Goo Goo Dolls,24,1996
Who Will Save Your Soul,Jewel,25,1996
Where Do You Go,No Mercy,26,1996
I Can't Sleep Baby (If I),R. Kelly,27,1996
Counting Blue Cars,Dishwalla,28,1996
"You Learn"" / ""You Oughta Know",Alanis Morissette,29,1996
One of Us,Joan Osborne,30,1996
Wonder,Natalie Merchant,31,1996
Not Gon' Cry,Mary J. Blige,32,1996
Gangsta's Paradise,Coolio featuring L.V.,33,1996
Only You,112 featuring The Notorious B.I.G. and Mase,34,1996
Down Low (Nobody Has to Know),R. Kelly featuring The Isley Brothers,35,1996
You're the One,SWV,36,1996
Sweet Dreams,La Bouche,37,1996
"Before You Walk Out of My Life"" / ""Like This and Like That",Monica,38,1996
Breakfast at Tiffany's,Deep Blue Something,39,1996
"1, 2, 3, 4 (Sumpin' New)",Coolio,40,1996
The World I Know,Collective Soul,41,1996
No Diggity,Blackstreet featuring Dr. Dre,42,1996
Anything,3T,43,1996
1979,The Smashing Pumpkins,44,1996
Diggin' on You,TLC,45,1996
"Why I Love You So Much"" / ""Ain't Nobody",Monica,46,1996
Kissin' You,Total,47,1996
